customer,response,coverage,effective_to_date,marital_status,policy,renew_offer_type,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,education_Bachelor,education_College,education_Doctor,education_High School or Below,education_Master,employmentstatus_Disabled,employmentstatus_Employed,employmentstatus_Medical Leave,employmentstatus_Retired,employmentstatus_Unemployed,gender_F,gender_M,location_code_Rural,location_code_Suburban,location_code_Urban,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,vehicle_size_Large,vehicle_size_Medsize,vehicle_size_Small
ZU74482,Yes,Basic,2/6/11,Single,Personal L3,Offer2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
NL74789,No,Premium,2/14/11,Single,Special L2,Offer1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
YU86594,No,Basic,2/10/11,Married,Personal L3,Offer1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
QN37451,No,Basic,1/29/11,Single,Corporate L2,Offer1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
HS28694,No,Basic,2/19/11,Married,Personal L2,Offer4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
IL83479,No,Extended,1/2/11,Married,Personal L3,Offer3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
EF87528,Yes,Basic,1/1/11,Married,Special L3,Offer2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
IV74747,No,Extended,1/12/11,Divorced,Corporate L2,Offer4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
JZ81608,No,Extended,2/10/11,Married,Personal L2,Offer4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
EO40136,No,Basic,1/24/11,Divorced,Personal L2,Offer2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
ZR40902,No,Premium,1/15/11,Married,Corporate L2,Offer1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
PO89542,No,Basic,2/28/11,Married,Personal L2,Offer1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
FX57380,Yes,Basic,2/17/11,Divorced,Personal L2,Offer2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
NM22175,No,Premium,1/9/11,Married,Personal L3,Offer2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
BC97773,No,Basic,2/17/11,Divorced,Personal L1,Offer1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
MN34012,No,Basic,2/25/11,Married,Personal L3,Offer1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
KY29506,No,Premium,2/27/11,Single,Personal L2,Offer1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
LC44944,No,Premium,1/21/11,Married,Personal L3,Offer2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
HC20975,No,Basic,1/19/11,Married,Personal L2,Offer1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
IF87079,No,Basic,2/14/11,Divorced,Personal L2,Offer1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
EP18940,No,Extended,1/1/11,Married,Personal L3,Offer1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
SB44003,Yes,Extended,2/1/11,Divorced,Personal L3,Offer2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
MK15785,No,Basic,2/24/11,Married,Corporate L2,Offer4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
VP89545,No,Basic,2/1/11,Married,Personal L3,Offer1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
HJ58678,No,Basic,2/10/11,Divorced,Personal L2,Offer3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
SH51981,No,Basic,2/21/11,Divorced,Personal L2,Offer3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
IA52178,No,Premium,2/12/11,Married,Corporate L3,Offer4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
WC42895,No,Basic,2/13/11,Single,Personal L3,Offer2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
OP54725,No,Premium,1/29/11,Married,Personal L3,Offer1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
YM77369,No,Premium,2/28/11,Married,Corporate L2,Offer4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
WV15213,No,Basic,1/9/11,Single,Personal L1,Offer1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
GX37592,No,Basic,1/26/11,Married,Personal L3,Offer3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
PA48777,Yes,Basic,2/12/11,Divorced,Personal L3,Offer1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
YJ59924,No,Extended,1/30/11,Married,Personal L1,Offer3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
OO35641,No,Basic,2/5/11,Divorced,Personal L3,Offer3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
EU54076,No,Basic,1/31/11,Married,Corporate L3,Offer2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
QH56750,No,Basic,2/22/11,Single,Personal L1,Offer2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
VF32979,No,Basic,1/24/11,Divorced,Corporate L2,Offer1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ES16126,Yes,Premium,2/16/11,Married,Personal L1,Offer2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
PG42834,No,Extended,2/2/11,Married,Personal L2,Offer3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
OY44814,No,Basic,1/22/11,Single,Personal L3,Offer1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
JI97190,No,Basic,2/26/11,Married,Personal L3,Offer3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ZK61113,No,Extended,1/22/11,Single,Personal L2,Offer3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
MU88116,No,Basic,1/28/11,Married,Corporate L3,Offer1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
TP61305,No,Extended,2/18/11,Single,Personal L3,Offer1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
ZO14864,No,Extended,2/11/11,Divorced,Personal L3,Offer2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
KP65334,No,Extended,1/13/11,Married,Corporate L1,Offer1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
OH15677,No,Basic,1/5/11,Single,Personal L2,Offer1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
HB53755,No,Basic,1/26/11,Single,Personal L3,Offer1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
UF77079,No,Extended,1/26/11,Married,Personal L2,Offer2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
TD20252,No,Basic,1/8/11,Married,Personal L2,Offer2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
TH68362,No,Basic,1/1/11,Married,Corporate L3,Offer3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
JC45487,Yes,Basic,1/10/11,Married,Personal L2,Offer2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
PU95227,No,Extended,1/2/11,Married,Personal L1,Offer4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
CV72453,No,Extended,2/25/11,Single,Corporate L3,Offer1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
OY92520,No,Extended,2/28/11,Married,Personal L2,Offer1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
UY95530,Yes,Basic,2/7/11,Married,Personal L2,Offer2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
FB84235,Yes,Basic,2/5/11,Married,Personal L2,Offer1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
MJ14480,No,Basic,1/15/11,Single,Personal L3,Offer2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
KW81128,No,Extended,2/11/11,Divorced,Personal L3,Offer1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
DQ98402,Yes,Extended,1/15/11,Married,Corporate L3,Offer2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
WN53966,No,Extended,1/15/11,Married,Personal L3,Offer4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
LM34525,No,Basic,2/20/11,Divorced,Personal L3,Offer3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
GF97874,No,Basic,1/29/11,Married,Personal L1,Offer4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
WV79842,No,Extended,1/16/11,Married,Personal L3,Offer2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
DF40318,Yes,Basic,1/19/11,Married,Corporate L3,Offer3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
TN90661,No,Basic,1/9/11,Married,Corporate L3,Offer1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ZU88029,No,Basic,2/28/11,Single,Personal L3,Offer3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
TQ88221,No,Basic,1/7/11,Married,Corporate L1,Offer4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
KH34667,No,Extended,1/18/11,Married,Corporate L3,Offer2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
HW54198,No,Basic,1/29/11,Married,Personal L3,Offer3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
GZ79662,No,Basic,2/21/11,Married,Corporate L3,Offer2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
YA11342,No,Premium,2/4/11,Married,Personal L3,Offer3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ZW18871,No,Basic,1/20/11,Divorced,Corporate L3,Offer1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
QZ17137,No,Extended,2/5/11,Married,Personal L2,Offer3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
UV53712,No,Basic,2/19/11,Married,Personal L3,Offer2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
SJ43436,No,Basic,1/28/11,Married,Corporate L1,Offer2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
VW46878,No,Basic,2/8/11,Married,Personal L3,Offer3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
TW91179,Yes,Extended,1/6/11,Married,Corporate L3,Offer2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
LG19551,No,Basic,1/25/11,Married,Corporate L2,Offer1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
QK18099,No,Basic,1/12/11,Married,Personal L2,Offer3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
WN14473,No,Basic,2/17/11,Married,Personal L3,Offer2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
WH62198,No,Basic,2/26/11,Divorced,Personal L2,Offer1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
SP85148,No,Basic,1/31/11,Married,Personal L3,Offer1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
FB49203,No,Extended,2/26/11,Single,Corporate L2,Offer1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
FF94341,No,Extended,1/26/11,Divorced,Special L3,Offer1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
TS42594,Yes,Premium,2/1/11,Single,Personal L3,Offer1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
IL43607,No,Basic,1/2/11,Married,Corporate L3,Offer3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
FL85008,Yes,Basic,2/23/11,Married,Personal L2,Offer2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
AN47199,No,Extended,2/11/11,Married,Personal L2,Offer1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
SV28347,No,Basic,2/14/11,Single,Corporate L3,Offer2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
IC78105,No,Basic,1/16/11,Married,Personal L1,Offer1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
RB28630,No,Basic,2/20/11,Married,Personal L3,Offer2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
KA32645,No,Extended,2/2/11,Single,Personal L2,Offer1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
QD73891,No,Basic,1/13/11,Married,Personal L1,Offer4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
LM58949,No,Basic,1/30/11,Married,Personal L2,Offer1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
YG40323,No,Premium,1/17/11,Married,Personal L3,Offer1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
EP82214,No,Extended,1/7/11,Married,Special L2,Offer2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
EO91797,No,Extended,1/11/11,Married,Corporate L3,Offer3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
RU50098,Yes,Basic,1/14/11,Single,Personal L3,Offer2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
QW10541,No,Basic,1/31/11,Married,Personal L3,Offer2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
SB50826,No,Extended,1/19/11,Single,Personal L1,Offer2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
XX29952,No,Premium,1/12/11,Married,Personal L3,Offer1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
AT93647,No,Basic,1/5/11,Married,Personal L2,Offer4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
QP56563,No,Basic,1/13/11,Married,Personal L3,Offer3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
TN76120,Yes,Basic,1/19/11,Single,Personal L3,Offer1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
TY43440,Yes,Basic,1/10/11,Married,Personal L3,Offer2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
WO59883,No,Basic,1/19/11,Single,Personal L2,Offer2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
MM45334,No,Basic,2/14/11,Single,Personal L3,Offer3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
KH93988,No,Extended,1/5/11,Married,Personal L3,Offer1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
RY38931,Yes,Basic,1/19/11,Single,Personal L3,Offer1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
CV48634,No,Basic,1/16/11,Married,Personal L2,Offer4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
IH48064,No,Basic,2/2/11,Married,Personal L3,Offer3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ZS96174,No,Basic,1/19/11,Single,Personal L3,Offer1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
MI62456,Yes,Extended,1/3/11,Divorced,Personal L1,Offer2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
DD44177,Yes,Basic,1/27/11,Divorced,Personal L3,Offer2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
NX31380,No,Extended,2/18/11,Married,Corporate L1,Offer1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
KQ43374,No,Basic,2/19/11,Married,Corporate L3,Offer1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
XA54112,No,Basic,2/11/11,Single,Corporate L3,Offer1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
QB14087,No,Basic,1/19/11,Married,Personal L1,Offer1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
FV42881,No,Basic,2/5/11,Married,Corporate L1,Offer1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
AV76907,Yes,Basic,2/26/11,Married,Personal L3,Offer1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
VM85555,No,Basic,2/23/11,Single,Personal L2,Offer3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ZU88113,No,Extended,2/7/11,Married,Personal L2,Offer1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
SZ75668,No,Basic,1/15/11,Married,Personal L1,Offer1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
MZ65087,No,Basic,1/29/11,Divorced,Personal L3,Offer4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
EL61402,No,Extended,1/5/11,Married,Personal L3,Offer1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
CJ31839,No,Basic,2/18/11,Married,Special L2,Offer2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
XM11175,No,Extended,1/2/11,Single,Personal L1,Offer1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
LF41085,No,Basic,1/22/11,Divorced,Personal L2,Offer1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
MB19556,No,Extended,1/20/11,Married,Personal L2,Offer4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
HC74532,No,Basic,1/19/11,Married,Corporate L3,Offer4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
SB66770,Yes,Premium,1/26/11,Married,Corporate L2,Offer1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
JI25066,No,Basic,1/18/11,Married,Personal L3,Offer3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
PY98958,Yes,Basic,2/10/11,Single,Special L1,Offer1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
RA65645,Yes,Basic,2/17/11,Married,Personal L2,Offer2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
FQ79356,No,Basic,2/24/11,Married,Personal L2,Offer3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TM25808,No,Basic,2/10/11,Divorced,Personal L3,Offer1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
XO46388,No,Basic,1/25/11,Married,Personal L2,Offer1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
